Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,BGS,B&G Foods; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,AAPL,Apple Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,APA,Apache Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,AMGN,Amgen Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,T,AT&T Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,LYB,LyondellBasell Industries N.V.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,TEL,TE Connectivity Ltd.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CB,Chubb Limited,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MDT,Medtronic plc,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,ETN,Eaton Corporation plc,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,DLPH,Delphi Automotive PLC,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
